area_fips,industry_code,year,qtr,area_title,industry_title,qtrly_estabs_count,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,avg_wkly_wage
6083,10,2015,2,"Santa Barbara County, California","Total, all industries",14309,161624,163032,163557,1965960138,929
6083,10,2015,3,"Santa Barbara County, California","Total, all industries",14410,164883,164256,163972,1900671633,889
6083,10,2015,4,"Santa Barbara County, California","Total, all industries",14621,164144,161579,159047,2112816099,1006
6085,10,2015,1,"Santa Clara County, California","Total, all industries",64869,900288,905878,911962,26830541445,2278
6085,10,2015,2,"Santa Clara County, California","Total, all industries",65673,917248,923742,931942,26258046584,2185
6085,10,2015,3,"Santa Clara County, California","Total, all industries",66530,943879,945289,940031,26130969144,2131
6085,10,2015,4,"Santa Clara County, California","Total, all industries",67791,948793,949962,951278,29894442380,2421
6087,10,2015,1,"Santa Cruz County, California","Total, all industries",8952,76218,77016,78794,813292752,809
6087,10,2015,2,"Santa Cruz County, California","Total, all industries",9002,82216,85293,87935,899576915,813
6087,10,2015,3,"Santa Cruz County, California","Total, all industries",9120,89646,89158,87254,976802193,847
6087,10,2015,4,"Santa Cruz County, California","Total, all industries",9231,87044,83668,80288,986237087,907
6089,10,2015,1,"Shasta County, California","Total, all industries",6187,49332,48503,48976,448598499,705
6089,10,2015,2,"Shasta County, California","Total, all industries",6213,49754,50659,51105,455262726,693
6089,10,2015,3,"Shasta County, California","Total, all industries",6282,51850,51800,51494,482623951,718
6089,10,2015,4,"Shasta County, California","Total, all industries",6325,52241,51375,51516,518259718,771
6091,10,2015,1,"Sierra County, California","Total, all industries",81,180,162,170,1045025,471
6091,10,2015,2,"Sierra County, California","Total, all industries",87,206,226,250,1379799,467
6091,10,2015,3,"Sierra County, California","Total, all industries",85,266,260,271,1689769,489
6091,10,2015,4,"Sierra County, California","Total, all industries",90,256,202,204,1522808,531
6093,10,2015,1,"Siskiyou County, California","Total, all industries",1408,8618,8461,8614,68401309,614
6093,10,2015,2,"Siskiyou County, California","Total, all industries",1425,8945,9165,9669,75338955,626
6093,10,2015,3,"Siskiyou County, California","Total, all industries",1433,9947,10010,9755,85287676,662
6093,10,2015,4,"Siskiyou County, California","Total, all industries",1445,9793,9165,8845,85258507,708
6095,10,2015,1,"Solano County, California","Total, all industries",9782,103288,103441,104508,1402136547,1040
6095,10,2015,2,"Solano County, California","Total, all industries",9898,106018,106995,107634,1347378644,970
6095,10,2015,3,"Solano County, California","Total, all industries",10054,108563,108689,108904,1350867471,956
6095,10,2015,4,"Solano County, California","Total, all industries",10180,109701,110261,110143,1520652880,1063
6097,10,2015,1,"Sonoma County, California","Total, all industries",18308,163722,164793,165750,1943964359,908
6097,10,2015,2,"Sonoma County, California","Total, all industries",18433,168587,170332,170648,1956612154,886
6097,10,2015,3,"Sonoma County, California","Total, all industries",18606,172705,173725,173619,2068072344,918
6097,10,2015,4,"Sonoma County, California","Total, all industries",18820,172332,171027,171404,2330781354,1045
6099,10,2015,1,"Stanislaus County, California","Total, all industries",14009,144951,145467,147055,1503288963,793
6099,10,2015,2,"Stanislaus County, California","Total, all industries",14080,148845,152848,152264,1527270292,776
6099,10,2015,3,"Stanislaus County, California","Total, all industries",14256,154640,159074,156793,1643177210,806
6099,10,2015,4,"Stanislaus County, California","Total, all industries",14395,155591,154488,152815,1761416690,878
6101,10,2015,1,"Sutter County, California","Total, all industries",2851,21913,22348,23014,203627509,698
6101,10,2015,2,"Sutter County, California","Total, all industries",2885,23827,24679,25188,217077264,680
6101,10,2015,3,"Sutter County, California","Total, all industries",2910,27188,27596,25614,246305200,707
6101,10,2015,4,"Sutter County, California","Total, all industries",2939,25138,24133,23477,243120650,771
6103,10,2015,1,"Tehama County, California","Total, all industries",1626,12693,12556,12684,114808654,698
6103,10,2015,2,"Tehama County, California","Total, all industries",1634,12921,13058,13276,120187811,707
6103,10,2015,3,"Tehama County, California","Total, all industries",1659,13361,13761,14345,133331354,742
6103,10,2015,4,"Tehama County, California","Total, all industries",1687,14446,13469,13183,145009376,814
6105,10,2015,1,"Trinity County, California","Total, all industries",323,1476,1477,1491,10593594,550
6105,10,2015,2,"Trinity County, California","Total, all industries",333,1574,1650,1807,12161528,558
6105,10,2015,3,"Trinity County, California","Total, all industries",343,1864,1895,1812,13149770,545
6105,10,2015,4,"Trinity County, California","Total, all industries",342,1685,1638,1641,13138266,611
6107,10,2015,1,"Tulare County, California","Total, all industries",8813,118880,119090,118271,959276608,621
6107,10,2015,2,"Tulare County, California","Total, all industries",8900,128176,131951,129947,1021048131,604
6107,10,2015,3,"Tulare County, California","Total, all industries",9044,131609,129422,128140,1049195085,622
6107,10,2015,4,"Tulare County, California","Total, all industries",9218,123157,125232,121259,1130860038,706
6109,10,2015,1,"Tuolumne County, California","Total, all industries",1427,11269,11186,11251,100078916,685
6109,10,2015,2,"Tuolumne County, California","Total, all industries",1439,11422,11659,11806,108001821,714
6109,10,2015,3,"Tuolumne County, California","Total, all industries",1458,12176,12265,11948,108021598,685
6109,10,2015,4,"Tuolumne County, California","Total, all industries",1457,11746,11704,11767,118489555,776
6111,10,2015,1,"Ventura County, California","Total, all industries",24253,267345,270150,273527,3572992763,1017
6111,10,2015,2,"Ventura County, California","Total, all industries",24483,275332,273556,272626,3796465604,1066
6111,10,2015,3,"Ventura County, California","Total, all industries",24671,271714,269867,270047,3246991383,923
6111,10,2015,4,"Ventura County, California","Total, all industries",25152,275576,276269,275970,3708522792,1034
6113,10,2015,1,"Yolo County, California","Total, all industries",5945,62670,63148,64743,689339668,835
6113,10,2015,2,"Yolo County, California","Total, all industries",5992,66598,67075,67825,728756314,835
6113,10,2015,3,"Yolo County, California","Total, all industries",6059,67876,68626,68074,752440736,849
6113,10,2015,4,"Yolo County, California","Total, all industries",6116,67377,66379,66172,838050621,967
6115,10,2015,1,"Yuba County, California","Total, all industries",1411,9296,9366,9529,96623871,791
6115,10,2015,2,"Yuba County, California","Total, all industries",1425,9758,9952,10104,101255430,784
6115,10,2015,3,"Yuba County, California","Total, all industries",1449,10334,10367,10323,111913382,832
6115,10,2015,4,"Yuba County, California","Total, all industries",1462,10706,10227,10092,118407175,881
6999,10,2015,1,"Unknown Or Undefined, California","Total, all industries",42485,359701,364177,373303,8500055752,1788
6999,10,2015,2,"Unknown Or Undefined, California","Total, all industries",40476,362680,367194,368716,7632061435,1603
6999,10,2015,3,"Unknown Or Undefined, California","Total, all industries",43354,374839,382305,385703,7621251563,1539
6999,10,2015,4,"Unknown Or Undefined, California","Total, all industries",45741,374366,376902,380291,8289094422,1690
8001,10,2015,1,"Adams County, Colorado","Total, all industries",9674,151056,151731,153005,1732600691,877
8001,10,2015,2,"Adams County, Colorado","Total, all industries",9813,154453,156130,157964,1792330344,883
8001,10,2015,3,"Adams County, Colorado","Total, all industries",9986,158601,158786,158451,1840928379,893
8001,10,2015,4,"Adams County, Colorado","Total, all industries",10029,159341,159578,159962,2040761549,983
8003,10,2015,1,"Alamosa County, Colorado","Total, all industries",497,5564,5577,5651,48179012,662
8003,10,2015,2,"Alamosa County, Colorado","Total, all industries",504,5728,5861,5891,47233020,624
8003,10,2015,3,"Alamosa County, Colorado","Total, all industries",505,6004,6011,6160,51859179,658
8003,10,2015,4,"Alamosa County, Colorado","Total, all industries",502,6106,5878,5939,56373918,726
8005,10,2015,1,"Arapahoe County, Colorado","Total, all industries",20229,272287,273098,273677,4572600503,1288
8005,10,2015,2,"Arapahoe County, Colorado","Total, all industries",20541,276930,279735,282119,4063213664,1118
8005,10,2015,3,"Arapahoe County, Colorado","Total, all industries",20821,283342,284487,282080,4140493983,1124
8005,10,2015,4,"Arapahoe County, Colorado","Total, all industries",20767,283383,284832,285105,4711275217,1274
8007,10,2015,1,"Archuleta County, Colorado","Total, all industries",506,2799,2909,2994,19869864,527
8007,10,2015,2,"Archuleta County, Colorado","Total, all industries",512,3032,3184,3296,22014642,534
8007,10,2015,3,"Archuleta County, Colorado","Total, all industries",526,3308,3279,3215,24443201,575
8007,10,2015,4,"Archuleta County, Colorado","Total, all industries",520,3140,3099,3095,25436110,629
8009,10,2015,1,"Baca County, Colorado","Total, all industries",88,430,422,422,3004192,544
8009,10,2015,2,"Baca County, Colorado","Total, all industries",84,403,397,398,2831175,545
8009,10,2015,3,"Baca County, Colorado","Total, all industries",87,428,409,396,2975393,557
8009,10,2015,4,"Baca County, Colorado","Total, all industries",85,399,403,407,2887737,551
8011,10,2015,1,"Bent County, Colorado","Total, all industries",63,669,674,682,5583476,636
8011,10,2015,2,"Bent County, Colorado","Total, all industries",64,664,681,697,5389461,609
8011,10,2015,3,"Bent County, Colorado","Total, all industries",65,690,698,694,5713329,633
8011,10,2015,4,"Bent County, Colorado","Total, all industries",65,702,694,700,6451052,710
8013,10,2015,1,"Boulder County, Colorado","Total, all industries",13905,140908,141563,142266,2246534209,1221
8013,10,2015,2,"Boulder County, Colorado","Total, all industries",14116,143489,143966,145758,2169055195,1155
8013,10,2015,3,"Boulder County, Colorado","Total, all industries",14328,146920,146436,145674,2229534180,1172
8013,10,2015,4,"Boulder County, Colorado","Total, all industries",14235,146150,146667,146604,2472967218,1299
8014,10,2015,1,"Broomfield County, Colorado","Total, all industries",2508,33685,33653,33771,799863966,1826
8014,10,2015,2,"Broomfield County, Colorado","Total, all industries",2534,34209,34346,34698,662179815,1480
8014,10,2015,3,"Broomfield County, Colorado","Total, all industries",2581,34910,34936,34558,660256469,1459
8014,10,2015,4,"Broomfield County, Colorado","Total, all industries",2592,34818,35106,35338,687780496,1508
8015,10,2015,1,"Chaffee County, Colorado","Total, all industries",859,4880,4912,4968,35491825,555
8015,10,2015,2,"Chaffee County, Colorado","Total, all industries",878,5094,5355,5894,38114929,538
8015,10,2015,3,"Chaffee County, Colorado","Total, all industries",891,6188,6086,5557,43673542,565
8015,10,2015,4,"Chaffee County, Colorado","Total, all industries",888,5201,5062,5359,47048584,695
8017,10,2015,1,"Cheyenne County, Colorado","Total, all industries",73,443,435,426,4673996,827
8017,10,2015,2,"Cheyenne County, Colorado","Total, all industries",72,387,406,424,4270340,810
8017,10,2015,3,"Cheyenne County, Colorado","Total, all industries",70,419,408,403,4600734,863
8017,10,2015,4,"Cheyenne County, Colorado","Total, all industries",73,409,385,382,4906859,963
8019,10,2015,1,"Clear Creek County, Colorado","Total, all industries",296,2559,2544,2535,36491287,1103
8019,10,2015,2,"Clear Creek County, Colorado","Total, all industries",297,2333,2199,2332,27773859,934
8019,10,2015,3,"Clear Creek County, Colorado","Total, all industries",318,2429,2396,2226,30723228,1006
8019,10,2015,4,"Clear Creek County, Colorado","Total, all industries",329,2211,2386,2595,30827233,989
8021,10,2015,1,"Conejos County, Colorado","Total, all industries",116,780,783,795,6107977,598
8021,10,2015,2,"Conejos County, Colorado","Total, all industries",117,802,870,937,6270053,555
8021,10,2015,3,"Conejos County, Colorado","Total, all industries",117,945,969,944,6740201,544
8021,10,2015,4,"Conejos County, Colorado","Total, all industries",120,822,760,761,6702092,660
8023,10,2015,1,"Costilla County, Colorado","Total, all industries",59,408,388,416,3015264,574
8023,10,2015,2,"Costilla County, Colorado","Total, all industries",61,426,436,491,3098366,528
8023,10,2015,3,"Costilla County, Colorado","Total, all industries",61,479,476,511,3425253,539
8023,10,2015,4,"Costilla County, Colorado","Total, all industries",62,481,449,437,3642074,615
8025,10,2015,1,"Crowley County, Colorado","Total, all industries",35,556,548,547,4617468,645
8025,10,2015,2,"Crowley County, Colorado","Total, all industries",35,527,532,519,4219967,617
8025,10,2015,3,"Crowley County, Colorado","Total, all industries",36,539,533,520,4661565,676
8025,10,2015,4,"Crowley County, Colorado","Total, all industries",40,540,546,557,5228508,734
8027,10,2015,1,"Custer County, Colorado","Total, all industries",127,572,571,560,3943767,534
8027,10,2015,2,"Custer County, Colorado","Total, all industries",130,566,606,720,4449493,543
8027,10,2015,3,"Custer County, Colorado","Total, all industries",133,740,698,687,5183166,563
8027,10,2015,4,"Custer County, Colorado","Total, all industries",135,653,627,626,5549609,672
8029,10,2015,1,"Delta County, Colorado","Total, all industries",825,5606,5596,5716,43841392,598
8029,10,2015,2,"Delta County, Colorado","Total, all industries",832,5815,5879,6037,44905411,584
8029,10,2015,3,"Delta County, Colorado","Total, all industries",837,6086,6169,6083,46353474,583
8029,10,2015,4,"Delta County, Colorado","Total, all industries",840,5963,5862,5806,47802314,626
8031,10,2015,1,"Denver County, Colorado","Total, all industries",28731,401404,402733,404344,7126260831,1361
8031,10,2015,2,"Denver County, Colorado","Total, all industries",29135,408633,410748,415363,6375754151,1192
8031,10,2015,3,"Denver County, Colorado","Total, all industries",29611,416679,417358,416236,6337877173,1170
8031,10,2015,4,"Denver County, Colorado","Total, all industries",29527,417561,417175,418236,7048699535,1298
8033,10,2015,1,"Dolores County, Colorado","Total, all industries",58,857,890,883,15344444,1346
8033,10,2015,2,"Dolores County, Colorado","Total, all industries",56,764,660,546,12502791,1465
8033,10,2015,3,"Dolores County, Colorado","Total, all industries",57,406,329,303,4361416,970
8033,10,2015,4,"Dolores County, Colorado","Total, all industries",58,297,267,271,2854983,789
8035,10,2015,1,"Douglas County, Colorado","Total, all industries",10768,96593,96614,96946,1602400267,1274
8035,10,2015,2,"Douglas County, Colorado","Total, all industries",10912,98553,99775,102116,1491104846,1145
8035,10,2015,3,"Douglas County, Colorado","Total, all industries",11107,103127,102801,100349,1412215209,1064
8035,10,2015,4,"Douglas County, Colorado","Total, all industries",11082,100477,101488,102585,1778419852,1348
8037,10,2015,1,"Eagle County, Colorado","Total, all industries",3281,30541,30552,30574,308529770,777
8037,10,2015,2,"Eagle County, Colorado","Total, all industries",3307,28253,24009,26439,276798268,812
8037,10,2015,3,"Eagle County, Colorado","Total, all industries",3340,27767,27752,26553,284664878,800
8037,10,2015,4,"Eagle County, Colorado","Total, all industries",3339,25720,25821,30926,318325511,891
8039,10,2015,1,"Elbert County, Colorado","Total, all industries",605,2236,2263,2280,21010531,715
8039,10,2015,2,"Elbert County, Colorado","Total, all industries",614,2415,2562,2728,24053100,720
8039,10,2015,3,"Elbert County, Colorado","Total, all industries",622,2784,2626,2486,25066472,733
8039,10,2015,4,"Elbert County, Colorado","Total, all industries",615,2526,2510,2461,28549515,879
8041,10,2015,1,"El Paso County, Colorado","Total, all industries",17452,201543,202377,202962,2295491317,873
8041,10,2015,2,"El Paso County, Colorado","Total, all industries",17675,206157,208896,211584,2287280529,842
8041,10,2015,3,"El Paso County, Colorado","Total, all industries",17948,212801,213460,212607,2352124156,850
8041,10,2015,4,"El Paso County, Colorado","Total, all industries",17946,212984,213721,213494,2603094092,938
8043,10,2015,1,"Fremont County, Colorado","Total, all industries",831,7543,7657,7745,56091765,564
8043,10,2015,2,"Fremont County, Colorado","Total, all industries",848,7937,8233,8503,59615184,558
8043,10,2015,3,"Fremont County, Colorado","Total, all industries",860,8704,8631,8314,63810955,574
8043,10,2015,4,"Fremont County, Colorado","Total, all industries",856,8053,7972,7986,66852299,643
8045,10,2015,1,"Garfield County, Colorado","Total, all industries",2484,19728,19610,19610,233794329,915
8045,10,2015,2,"Garfield County, Colorado","Total, all industries",2486,20067,20434,21286,230159674,860
8045,10,2015,3,"Garfield County, Colorado","Total, all industries",2507,21741,21506,20932,241267263,868
8045,10,2015,4,"Garfield County, Colorado","Total, all industries",2484,21209,20878,20856,265351907,973
8047,10,2015,1,"Gilpin County, Colorado","Total, all industries",143,4473,4524,4523,40991560,700
8047,10,2015,2,"Gilpin County, Colorado","Total, all industries",143,4506,4511,4624,45634361,772
8047,10,2015,3,"Gilpin County, Colorado","Total, all industries",142,4652,4701,4576,44427339,736
8047,10,2015,4,"Gilpin County, Colorado","Total, all industries",141,4516,4537,4516,47288284,804
8049,10,2015,1,"Grand County, Colorado","Total, all industries",785,6462,6260,6421,45451369,548
8049,10,2015,2,"Grand County, Colorado","Total, all industries",799,5737,4937,5882,40978340,571
8049,10,2015,3,"Grand County, Colorado","Total, all industries",799,6302,6202,5773,47780134,603
8049,10,2015,4,"Grand County, Colorado","Total, all industries",795,5269,5507,6575,50329541,669
8051,10,2015,1,"Gunnison County, Colorado","Total, all industries",1060,6109,6059,6180,48194568,606
8051,10,2015,2,"Gunnison County, Colorado","Total, all industries",1065,5771,5410,6415,47292842,620
8051,10,2015,3,"Gunnison County, Colorado","Total, all industries",1079,6876,6721,6247,54932761,639
8051,10,2015,4,"Gunnison County, Colorado","Total, all industries",1101,5722,5724,6535,52451114,673
8053,10,2015,1,"Hinsdale County, Colorado","Total, all industries",70,148,148,151,1001398,517
8053,10,2015,2,"Hinsdale County, Colorado","Total, all industries",68,164,181,232,1224431,490
8053,10,2015,3,"Hinsdale County, Colorado","Total, all industries",67,279,232,213,1442001,460
8053,10,2015,4,"Hinsdale County, Colorado","Total, all industries",65,180,156,146,1307357,626
8055,10,2015,1,"Huerfano County, Colorado","Total, all industries",161,1069,1100,1105,7328152,517
8055,10,2015,2,"Huerfano County, Colorado","Total, all industries",161,1120,1176,1224,8393356,550
8055,10,2015,3,"Huerfano County, Colorado","Total, all industries",164,1249,1253,1228,8543406,529
8055,10,2015,4,"Huerfano County, Colorado","Total, all industries",163,1202,1211,1201,8855645,565
8057,10,2015,1,"Jackson County, Colorado","Total, all industries",79,340,340,342,2644124,597
8057,10,2015,2,"Jackson County, Colorado","Total, all industries",76,355,379,411,2907650,586
8057,10,2015,3,"Jackson County, Colorado","Total, all industries",74,421,428,382,2886992,541
8057,10,2015,4,"Jackson County, Colorado","Total, all industries",72,376,352,340,3249339,702
8059,10,2015,1,"Jefferson County, Colorado","Total, all industries",18476,187145,187940,188869,2478848024,1014
8059,10,2015,2,"Jefferson County, Colorado","Total, all industries",18716,190768,192603,195118,2456202984,980
8059,10,2015,3,"Jefferson County, Colorado","Total, all industries",19009,196376,196828,194753,2472321765,970
8059,10,2015,4,"Jefferson County, Colorado","Total, all industries",18993,196314,197035,197586,2785256455,1088
8061,10,2015,1,"Kiowa County, Colorado","Total, all industries",41,178,176,183,1717426,738
8061,10,2015,2,"Kiowa County, Colorado","Total, all industries",44,178,161,174,1369258,616
8061,10,2015,3,"Kiowa County, Colorado","Total, all industries",45,181,188,176,1554120,658
8061,10,2015,4,"Kiowa County, Colorado","Total, all industries",42,176,176,176,1713038,749
8063,10,2015,1,"Kit Carson County, Colorado","Total, all industries",271,2208,2217,2282,19064233,656
8063,10,2015,2,"Kit Carson County, Colorado","Total, all industries",272,2239,2276,2321,19688259,665
8063,10,2015,3,"Kit Carson County, Colorado","Total, all industries",273,2332,2311,2275,21550577,719
8063,10,2015,4,"Kit Carson County, Colorado","Total, all industries",271,2275,2247,2250,22380601,763
8065,10,2015,1,"Lake County, Colorado","Total, all industries",216,1650,1583,1605,12619371,602
8065,10,2015,2,"Lake County, Colorado","Total, all industries",213,1468,1393,1497,10991815,582
8065,10,2015,3,"Lake County, Colorado","Total, all industries",215,1622,1691,1630,14225230,664
8065,10,2015,4,"Lake County, Colorado","Total, all industries",213,1554,1478,1593,13402417,669
8067,10,2015,1,"La Plata County, Colorado","Total, all industries",2390,19493,19391,19542,205641662,812
8067,10,2015,2,"La Plata County, Colorado","Total, all industries",2418,19822,20205,21123,209761077,792
8067,10,2015,3,"La Plata County, Colorado","Total, all industries",2445,21289,21215,20585,214005633,783
8067,10,2015,4,"La Plata County, Colorado","Total, all industries",2430,20405,20016,20130,238304957,908
8069,10,2015,1,"Larimer County, Colorado","Total, all industries",10855,110929,111799,112526,1292688193,890
8069,10,2015,2,"Larimer County, Colorado","Total, all industries",10977,114814,116846,118860,1275075857,839
8069,10,2015,3,"Larimer County, Colorado","Total, all industries",11174,120216,120240,118781,1318583966,847
8069,10,2015,4,"Larimer County, Colorado","Total, all industries",11230,119485,119115,119116,1514420629,977
8071,10,2015,1,"Las Animas County, Colorado","Total, all industries",377,3284,3291,3272,33097766,776
8071,10,2015,2,"Las Animas County, Colorado","Total, all industries",381,3284,3314,3364,29091204,674
8071,10,2015,3,"Las Animas County, Colorado","Total, all industries",393,3305,3342,3365,30708370,708
8071,10,2015,4,"Las Animas County, Colorado","Total, all industries",395,3261,3236,3260,31023388,734
8073,10,2015,1,"Lincoln County, Colorado","Total, all industries",128,1110,1109,1127,8368076,577
8073,10,2015,2,"Lincoln County, Colorado","Total, all industries",126,1112,1125,1153,8279355,564
8073,10,2015,3,"Lincoln County, Colorado","Total, all industries",127,1159,1142,1096,9025279,613
8073,10,2015,4,"Lincoln County, Colorado","Total, all industries",129,1114,1105,1124,9485466,655
8075,10,2015,1,"Logan County, Colorado","Total, all industries",606,5977,5949,6033,49775618,640
8075,10,2015,2,"Logan County, Colorado","Total, all industries",616,6078,6115,6129,51717560,651
8075,10,2015,3,"Logan County, Colorado","Total, all industries",611,6158,6064,5961,50703556,644
8075,10,2015,4,"Logan County, Colorado","Total, all industries",610,5983,6023,6001,55587852,712
8077,10,2015,1,"Mesa County, Colorado","Total, all industries",4589,49340,49559,49874,491325161,762
8077,10,2015,2,"Mesa County, Colorado","Total, all industries",4626,50085,50610,50562,493477433,753
8077,10,2015,3,"Mesa County, Colorado","Total, all industries",4661,51407,51457,51214,501373075,751
8077,10,2015,4,"Mesa County, Colorado","Total, all industries",4664,50873,50975,50705,551975278,835
8079,10,2015,1,"Mineral County, Colorado","Total, all industries",60,478,481,536,3339636,516
8079,10,2015,2,"Mineral County, Colorado","Total, all industries",64,312,369,483,2513810,498
8079,10,2015,3,"Mineral County, Colorado","Total, all industries",66,500,474,389,2902827,491
8079,10,2015,4,"Mineral County, Colorado","Total, all industries",67,323,466,516,3018026,534
8081,10,2015,1,"Moffat County, Colorado","Total, all industries",418,3581,3551,3603,40345698,867
8081,10,2015,2,"Moffat County, Colorado","Total, all industries",414,3721,3649,3686,41815957,873
8081,10,2015,3,"Moffat County, Colorado","Total, all industries",420,3676,3677,3667,43118762,903
8081,10,2015,4,"Moffat County, Colorado","Total, all industries",415,3779,3729,3685,45222207,932
8083,10,2015,1,"Montezuma County, Colorado","Total, all industries",753,5969,5970,5950,50947638,657
8083,10,2015,2,"Montezuma County, Colorado","Total, all industries",761,6076,6278,6387,53242647,656
8083,10,2015,3,"Montezuma County, Colorado","Total, all industries",765,6428,6498,6348,54363274,651
8083,10,2015,4,"Montezuma County, Colorado","Total, all industries",740,6348,6138,6080,57383402,713
8085,10,2015,1,"Montrose County, Colorado","Total, all industries",1245,10624,10717,10724,88828324,639
8085,10,2015,2,"Montrose County, Colorado","Total, all industries",1268,10765,10897,11094,89271907,629
8085,10,2015,3,"Montrose County, Colorado","Total, all industries",1257,11302,11267,11131,95800210,656
8085,10,2015,4,"Montrose County, Colorado","Total, all industries",1250,11209,11261,11290,105878073,724
8087,10,2015,1,"Morgan County, Colorado","Total, all industries",681,9965,9873,9849,99721299,775
8087,10,2015,2,"Morgan County, Colorado","Total, all industries",684,9878,9830,9943,97846574,762
8087,10,2015,3,"Morgan County, Colorado","Total, all industries",686,10003,9876,9946,98851360,765
8087,10,2015,4,"Morgan County, Colorado","Total, all industries",675,9873,9884,9847,110338693,860
8089,10,2015,1,"Otero County, Colorado","Total, all industries",430,4057,4095,4098,32585367,614
8089,10,2015,2,"Otero County, Colorado","Total, all industries",433,4288,4283,4345,35031390,626
8089,10,2015,3,"Otero County, Colorado","Total, all industries",435,4437,4475,4462,35390501,611
8089,10,2015,4,"Otero County, Colorado","Total, all industries",429,4396,4384,4299,38618083,681
8091,10,2015,1,"Ouray County, Colorado","Total, all industries",289,1211,1180,1165,10559538,685
8091,10,2015,2,"Ouray County, Colorado","Total, all industries",289,1194,1309,1518,11011561,632
8091,10,2015,3,"Ouray County, Colorado","Total, all industries",292,1624,1582,1475,13453571,663
8091,10,2015,4,"Ouray County, Colorado","Total, all industries",299,1328,1215,1194,12279741,758
8093,10,2015,1,"Park County, Colorado","Total, all industries",474,1276,1285,1312,11457497,683
8093,10,2015,2,"Park County, Colorado","Total, all industries",479,1371,1440,1664,12690376,654
8093,10,2015,3,"Park County, Colorado","Total, all industries",491,1731,1682,1589,15496688,715
8093,10,2015,4,"Park County, Colorado","Total, all industries",488,1539,1462,1442,15096513,784
8095,10,2015,1,"Phillips County, Colorado","Total, all industries",147,1033,1040,1033,9382989,697
8095,10,2015,2,"Phillips County, Colorado","Total, all industries",149,1067,1115,1119,9332069,652
8095,10,2015,3,"Phillips County, Colorado","Total, all industries",153,1133,1089,1057,9703600,683
8095,10,2015,4,"Phillips County, Colorado","Total, all industries",152,1058,1044,1042,10378347,762
8097,10,2015,1,"Pitkin County, Colorado","Total, all industries",1736,15932,15753,15600,177399230,866
8097,10,2015,2,"Pitkin County, Colorado","Total, all industries",1763,13927,10519,13015,139935404,862
8097,10,2015,3,"Pitkin County, Colorado","Total, all industries",1773,13885,13938,12775,164943816,938
8097,10,2015,4,"Pitkin County, Colorado","Total, all industries",1762,11749,11571,15553,190929834,1133
8099,10,2015,1,"Prowers County, Colorado","Total, all industries",356,3111,3082,3091,23754088,590
8099,10,2015,2,"Prowers County, Colorado","Total, all industries",357,3107,3068,3092,23614830,588
8099,10,2015,3,"Prowers County, Colorado","Total, all industries",357,3138,3090,3025,23308003,581
8099,10,2015,4,"Prowers County, Colorado","Total, all industries",353,3092,3163,3186,26526225,648
8101,10,2015,1,"Pueblo County, Colorado","Total, all industries",3012,45446,45743,46008,424344689,714
8101,10,2015,2,"Pueblo County, Colorado","Total, all industries",3022,46812,46937,47347,448277586,733
8101,10,2015,3,"Pueblo County, Colorado","Total, all industries",3049,47597,47469,47381,443739955,719
8101,10,2015,4,"Pueblo County, Colorado","Total, all industries",3045,47385,47570,47600,499465351,809
8103,10,2015,1,"Rio Blanco County, Colorado","Total, all industries",239,1744,1718,1730,26696123,1187
8103,10,2015,2,"Rio Blanco County, Colorado","Total, all industries",236,1712,1728,1830,23349327,1022
8103,10,2015,3,"Rio Blanco County, Colorado","Total, all industries",240,1856,1845,1880,25962177,1074
8103,10,2015,4,"Rio Blanco County, Colorado","Total, all industries",237,1863,1743,1649,27360201,1202
8105,10,2015,1,"Rio Grande County, Colorado","Total, all industries",358,2773,2768,2855,21959864,604
8105,10,2015,2,"Rio Grande County, Colorado","Total, all industries",360,2891,3005,3054,24547104,633
8105,10,2015,3,"Rio Grande County, Colorado","Total, all industries",362,3147,3082,3458,25792897,614
8105,10,2015,4,"Rio Grande County, Colorado","Total, all industries",363,3047,2826,2771,27110990,724
8107,10,2015,1,"Routt County, Colorado","Total, all industries",1637,13328,13311,13187,146591844,849
8107,10,2015,2,"Routt County, Colorado","Total, all industries",1654,12083,10929,12104,119069364,782
8107,10,2015,3,"Routt County, Colorado","Total, all industries",1671,12550,12464,11678,130215089,819
8107,10,2015,4,"Routt County, Colorado","Total, all industries",1669,11368,11408,13417,143319410,914
8109,10,2015,1,"Saguache County, Colorado","Total, all industries",136,943,958,981,6812386,545
8109,10,2015,2,"Saguache County, Colorado","Total, all industries",138,1035,1046,1116,7454350,538
8109,10,2015,3,"Saguache County, Colorado","Total, all industries",143,1238,1218,1465,9090940,535
8109,10,2015,4,"Saguache County, Colorado","Total, all industries",144,1248,984,999,9432147,674
8111,10,2015,1,"San Juan County, Colorado","Total, all industries",61,174,173,164,871157,393
8111,10,2015,2,"San Juan County, Colorado","Total, all industries",69,153,224,288,964288,335
8111,10,2015,3,"San Juan County, Colorado","Total, all industries",69,319,306,276,1516482,388
8111,10,2015,4,"San Juan County, Colorado","Total, all industries",65,220,126,186,1125552,488
8113,10,2015,1,"San Miguel County, Colorado","Total, all industries",624,5067,5074,4994,52140381,795
8113,10,2015,2,"San Miguel County, Colorado","Total, all industries",626,4032,3243,4127,33518474,678
8113,10,2015,3,"San Miguel County, Colorado","Total, all industries",635,4430,4411,4385,43611386,761
